Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Higher_Education,Date_of_Hire,Date_of_termination,Status_of_leaving,Mode_of_work,Leaves,Absenteeism,Work_accident,Source_of_Hire,Job_mode
29,No,Travel_Rarely,Research & Development,15,Male,3,1,Research Scientist,4,Single,2340,1,No,19,3,0,6,1,6,1,5,Graduation,2015-04-20,,Work Environment,OFFICE,5,3,No,Job Portal,Contract
32,No,Travel_Rarely,Research & Development,2,Male,2,2,Laboratory Technician,1,Single,2176,4,No,13,3,0,9,5,6,0,4,PHD,2015-04-12,,Better Opportunity,OFFICE,4,3,No,Job Event,Part Time
25,No,Non-Travel,Research & Development,5,Male,4,2,Healthcare Representative,1,Divorced,4000,1,No,12,3,2,6,2,6,1,5,12th,2015-04-04,,Work Environment,WFH,3,1,Yes,Job Event,FullTime
26,No,Travel_Frequently,Research & Development,1,Female,3,2,Manufacturing Director,2,Divorced,6397,1,No,20,4,1,6,6,6,1,4,PHD,2015-01-18,,Better Opportunity,OFFICE,3,1,No,Recruiter,FullTime
37,No,Travel_Rarely,Research & Development,5,Male,3,2,Manufacturing Director,4,Divorced,6347,7,No,16,3,2,8,2,6,0,4,Graduation,2015-03-17,,Dept.Head,OFFICE,4,3,Yes,Recruiter,FullTime
40,Yes,Travel_Rarely,Sales,22,Male,2,2,Sales Executive,3,Married,6380,2,Yes,12,3,2,8,6,6,1,0,PHD,2015-05-12,,Salary,WFH,4,3,Yes,Job Event,Contract
26,Yes,Travel_Frequently,Research & Development,3,Male,3,1,Research Scientist,1,Single,3102,0,No,22,4,0,7,2,6,0,4,Post-Graduation,2015-04-23,,Dept.Head,WFH,5,0,No,Walk-in,Contract
42,No,Travel_Frequently,Research & Development,28,Female,2,2,Healthcare Representative,4,Married,4523,0,No,11,3,3,7,4,6,0,4,Graduation,2015-01-20,,Better Opportunity,OFFICE,4,3,No,Job Event,FullTime
31,No,Travel_Rarely,Sales,2,Male,3,2,Sales Executive,4,Single,6582,4,Yes,13,3,0,10,2,6,0,5,Post-Graduation,2015-05-30,,Salary,WFH,1,1,No,Walk-in,Part Time
33,No,Travel_Rarely,Research & Development,1,Female,4,4,Research Director,3,Divorced,16184,4,No,19,3,1,10,2,6,0,5,12th,2015-06-02,,Dept.Head,WFH,2,3,Yes,Job Event,Part Time
37,No,Travel_Rarely,Research & Development,1,Female,3,3,Manufacturing Director,4,Single,7491,4,No,17,3,0,12,3,6,1,2,PHD,2015-05-07,,Better Opportunity,OFFICE,1,0,No,Job Event,Part Time
37,No,Travel_Rarely,Research & Development,1,Female,3,2,Manufacturing Director,2,Married,6447,6,No,12,3,1,8,2,6,4,3,Graduation,2015-06-22,,Dept.Head,OFFICE,3,0,Yes,Job Event,FullTime
24,No,Travel_Rarely,Research & Development,23,Male,4,1,Research Scientist,4,Married,2725,1,Yes,11,3,2,6,3,6,1,4,Post-Graduation,2015-03-18,,Better Opportunity,OFFICE,1,3,No,Job Portal,Part Time
24,Yes,Travel_Frequently,Research & Development,7,Female,3,1,Laboratory Technician,3,Married,2886,1,Yes,16,3,1,6,4,6,1,2,PHD,2015-01-01,,Work Accident,WFH,0,0,Yes,Walk-in,Contract
34,No,Travel_Rarely,Research & Development,1,Male,2,1,Research Scientist,4,Married,3622,1,Yes,13,3,1,6,3,6,1,3,12th,2015-03-26,,Work Environment,WFH,3,1,Yes,Job Event,Part Time
32,No,Travel_Rarely,Research & Development,9,Female,3,2,Research Scientist,4,Married,6322,1,Yes,12,3,1,6,2,6,0,5,Post-Graduation,2015-05-16,,Dept.Head,WFH,4,3,Yes,Job Portal,Contract
29,No,Travel_Rarely,Sales,3,Female,3,2,Sales Executive,3,Married,5561,1,No,14,3,1,6,5,6,1,2,Graduation,2015-06-27,,Better Opportunity,OFFICE,0,1,Yes,Recruiter,FullTime
27,No,Travel_Frequently,Sales,3,Female,4,2,Sales Executive,4,Divorced,4647,1,Yes,20,4,2,6,3,6,0,4,PHD,2015-04-12,,Salary,WFH,4,2,Yes,Job Event,Contract
25,No,Travel_Rarely,Sales,26,Female,3,2,Sales Executive,4,Single,6180,1,No,23,4,0,6,5,6,1,4,Graduation,2015-01-04,,Better Opportunity,WFH,3,0,No,Recruiter,Part Time
34,No,Travel_Rarely,Sales,2,Male,3,2,Sales Executive,4,Single,6274,1,No,22,4,0,6,5,6,1,4,Post-Graduation,2015-04-04,,Work Environment,OFFICE,1,1,Yes,Recruiter,Contract
34,No,Travel_Rarely,Research & Development,2,Female,2,1,Research Scientist,1,Single,4381,1,No,11,3,0,6,3,6,1,3,Graduation,2015-01-08,,Dept.Head,WFH,1,3,Yes,Recruiter,FullTime
35,No,Travel_Rarely,Research & Development,27,Female,2,1,Research Scientist,1,Single,2559,1,No,11,3,0,6,3,6,1,1,12th,2015-06-03,,Work Environment,OFFICE,1,3,Yes,Recruiter,FullTime
31,No,Travel_Rarely,Research & Development,11,Male,3,1,Research Scientist,4,Married,2356,3,Yes,19,3,1,8,2,6,0,2,PHD,2015-05-28,,Work Environment,OFFICE,3,1,No,Recruiter,Contract
58,No,Travel_Rarely,Research & Development,5,Female,2,3,Healthcare Representative,2,Divorced,10552,2,Yes,13,3,1,24,3,6,0,4,12th,2015-05-26,,Salary,WFH,1,2,No,Job Portal,Part Time
36,No,Travel_Rarely,Research & Development,7,Male,3,1,Research Scientist,4,Single,4678,2,No,18,3,0,8,6,6,0,1,PHD,2015-05-14,,Salary,OFFICE,2,2,No,Recruiter,FullTime
33,No,Travel_Frequently,Research & Development,1,Female,4,2,Healthcare Representative,2,Married,5488,1,Yes,13,3,1,6,2,6,1,2,12th,2015-04-20,,Work Accident,WFH,5,0,No,Walk-in,Part Time
59,No,Travel_Rarely,Sales,1,Male,3,3,Manager,4,Married,11904,3,Yes,14,3,1,14,1,6,0,4,Graduation,2015-01-23,,Work Environment,WFH,2,0,Yes,Job Event,Part Time
45,No,Travel_Rarely,Human Resources,24,Male,3,1,Human Resources,2,Single,2177,1,No,16,3,0,6,3,6,0,4,12th,2015-05-11,,Dept.Head,WFH,4,3,Yes,Job Portal,Contract
30,No,Travel_Rarely,Research & Development,20,Male,3,2,Manufacturing Director,1,Married,9957,0,No,15,3,1,7,1,6,0,2,Post-Graduation,2015-05-20,,Dept.Head,OFFICE,3,3,No,Walk-in,FullTime
34,No,Travel_Frequently,Research & Development,3,Male,3,2,Healthcare Representative,4,Single,7756,0,No,17,3,0,7,1,6,0,4,Graduation,2015-03-09,,Dept.Head,WFH,5,2,Yes,Walk-in,Contract
37,No,Travel_Rarely,Research & Development,25,Female,2,2,Healthcare Representative,4,Divorced,5731,7,No,13,3,2,9,2,6,1,3,12th,2015-01-14,,Dept.Head,WFH,5,2,No,Recruiter,FullTime
34,No,Travel_Rarely,Sales,9,Female,3,2,Sales Executive,3,Married,5714,1,No,20,4,0,6,3,6,1,3,PHD,2015-03-27,,Work Accident,OFFICE,5,3,Yes,Recruiter,Contract
42,No,Travel_Rarely,Sales,4,Male,3,2,Sales Executive,1,Single,5155,7,No,13,3,0,9,3,6,1,5,Graduation,2015-04-12,,Work Accident,OFFICE,5,2,No,Job Portal,FullTime
44,Yes,Travel_Rarely,Research & Development,10,Male,3,1,Research Scientist,3,Single,2936,1,Yes,11,3,0,6,4,6,0,2,PHD,2015-03-12,,Work Environment,OFFICE,3,3,Yes,Job Portal,FullTime
28,No,Travel_Rarely,Research & Development,19,Male,2,1,Laboratory Technician,1,Married,3196,1,No,12,3,3,6,2,6,3,3,Post-Graduation,2015-01-19,,Better Opportunity,WFH,0,3,No,Job Event,Part Time
46,No,Travel_Rarely,Research & Development,2,Male,3,2,Manufacturing Director,4,Divorced,7379,2,No,11,3,1,12,3,6,1,4,Post-Graduation,2015-01-25,,Better Opportunity,WFH,2,1,Yes,Job Event,Contract
31,No,Travel_Rarely,Research & Development,11,Male,3,2,Healthcare Representative,1,Married,6833,1,Yes,12,3,0,6,2,6,0,1,Graduation,2015-03-06,,Salary,WFH,4,3,No,Job Event,Contract
59,No,Travel_Rarely,Sales,3,Female,2,2,Sales Executive,4,Single,5171,5,No,17,3,0,13,2,6,0,5,Post-Graduation,2015-06-12,,Dept.Head,WFH,5,0,No,Job Event,Contract
29,No,Travel_Rarely,Research & Development,7,Male,3,2,Healthcare Representative,4,Divorced,6623,1,Yes,11,3,2,6,2,6,1,0,Post-Graduation,2015-05-03,,Dept.Head,OFFICE,2,0,No,Walk-in,Part Time
27,No,Travel_Frequently,Sales,2,Male,1,2,Sales Executive,4,Single,5071,3,No,20,4,0,8,3,6,0,0,PHD,2015-03-30,,Salary,WFH,5,3,No,Job Portal,Contract
41,No,Travel_Frequently,Research & Development,22,Female,3,2,Research Scientist,4,Divorced,5467,3,Yes,14,3,2,12,4,6,3,3,12th,2015-05-28,,Work Accident,WFH,4,3,No,Walk-in,Contract
37,No,Travel_Rarely,Research & Development,4,Male,3,1,Research Scientist,3,Married,2996,7,Yes,15,3,0,8,2,6,1,3,PHD,2015-03-24,,Better Opportunity,OFFICE,3,1,No,Recruiter,FullTime
39,No,Non-Travel,Research & Development,25,Male,3,3,Healthcare Representative,3,Married,10920,3,No,21,4,1,13,2,6,0,5,Post-Graduation,2015-03-06,,Better Opportunity,OFFICE,4,2,Yes,Job Portal,Contract
27,No,Travel_Rarely,Sales,10,Female,2,2,Sales Executive,4,Married,5769,1,Yes,11,3,0,6,3,6,4,4,Graduation,2015-04-14,,Dept.Head,WFH,0,2,No,Job Event,Part Time
47,No,Travel_Rarely,Research & Development,1,Male,3,1,Research Scientist,4,Married,3420,7,No,12,3,1,17,2,6,1,2,12th,2015-05-26,,Better Opportunity,WFH,2,1,No,Job Event,FullTime
37,No,Non-Travel,Research & Development,5,Male,4,1,Laboratory Technician,3,Single,3500,0,No,14,3,0,7,2,6,1,3,PHD,2015-03-25,,Better Opportunity,WFH,4,0,No,Job Portal,Part Time
38,No,Travel_Frequently,Human Resources,10,Male,3,2,Human Resources,3,Married,6077,3,No,11,3,0,10,2,6,1,2,Post-Graduation,2015-05-18,,Salary,OFFICE,4,1,No,Job Event,Part Time
32,No,Non-Travel,Research & Development,1,Male,3,2,Research Scientist,1,Married,4087,4,No,14,3,1,9,3,6,1,2,Graduation,2015-05-31,,Salary,WFH,1,1,Yes,Job Portal,FullTime
29,No,Travel_Frequently,Research & Development,2,Male,3,2,Healthcare Representative,4,Divorced,8853,1,No,19,3,1,6,0,6,1,3,PHD,2015-04-26,,Salary,OFFICE,2,3,Yes,Walk-in,FullTime
43,No,Travel_Rarely,Research & Development,27,Male,4,1,Laboratory Technician,2,Divorced,4876,5,No,12,3,1,8,0,6,0,2,12th,2015-04-02,,Work Accident,OFFICE,2,2,Yes,Walk-in,Contract
30,No,Travel_Rarely,Research & Development,7,Male,2,1,Research Scientist,2,Married,2141,1,No,12,3,1,6,3,6,1,1,Graduation,2015-06-16,,Work Accident,OFFICE,0,0,Yes,Job Event,FullTime
24,No,Travel_Frequently,Research & Development,2,Female,3,1,Research Scientist,4,Single,3760,1,Yes,13,3,0,6,2,6,1,3,12th,2015-05-28,,Better Opportunity,OFFICE,4,0,Yes,Job Portal,Part Time
33,No,Travel_Rarely,Sales,2,Male,3,2,Sales Executive,4,Divorced,5505,1,No,14,3,2,6,5,6,0,4,Graduation,2015-06-24,,Work Environment,WFH,3,2,Yes,Job Event,FullTime
33,No,Non-Travel,Sales,16,Female,3,2,Sales Executive,4,Divorced,5368,1,Yes,25,4,1,7,2,6,1,2,Graduation,2015-01-06,,Salary,OFFICE,0,0,No,Walk-in,FullTime
37,No,Travel_Frequently,Sales,1,Male,1,2,Sales Executive,4,Divorced,9525,1,No,14,3,2,6,2,6,1,3,Graduation,2015-04-20,,Work Environment,OFFICE,3,3,No,Job Event,Contract
24,No,Travel_Rarely,Research & Development,29,Male,3,1,Laboratory Technician,1,Divorced,3907,1,No,13,3,3,6,2,6,1,2,Graduation,2015-05-26,,Salary,WFH,4,1,Yes,Recruiter,Part Time
27,No,Travel_Rarely,Research & Development,8,Female,3,1,Research Scientist,4,Single,3445,1,No,11,3,0,6,5,6,1,4,Graduation,2015-01-12,,Better Opportunity,WFH,3,3,Yes,Recruiter,Contract
38,No,Travel_Frequently,Research & Development,2,Female,2,1,Laboratory Technician,2,Married,2468,4,No,14,3,1,9,4,6,0,5,Graduation,2015-02-13,,Salary,OFFICE,0,0,No,Recruiter,FullTime
42,No,Non-Travel,Research & Development,10,Male,3,1,Research Scientist,3,Married,2936,3,No,22,4,2,10,1,6,3,3,PHD,2015-06-11,,Better Opportunity,OFFICE,4,2,Yes,Job Portal,Part Time
38,No,Travel_Frequently,Human Resources,1,Male,3,1,Human Resources,2,Married,2991,0,Yes,11,3,1,7,2,6,1,2,PHD,2015-03-31,,Dept.Head,OFFICE,1,3,No,Recruiter,Contract
32,No,Travel_Rarely,Research & Development,29,Female,2,1,Laboratory Technician,2,Single,2837,1,No,13,3,0,6,3,6,4,1,Post-Graduation,2015-06-02,,Work Accident,WFH,1,3,Yes,Walk-in,Part Time
39,No,Non-Travel,Research & Development,9,Male,3,5,Manager,4,Single,19431,2,No,13,3,0,21,3,6,1,3,Post-Graduation,2015-06-03,,Work Environment,WFH,1,1,No,Job Event,Contract
50,Yes,Travel_Frequently,Sales,1,Male,3,2,Sales Executive,3,Divorced,6728,7,No,12,3,2,12,3,6,0,1,Graduation,2015-01-27,,Dept.Head,OFFICE,5,0,No,Recruiter,Contract
36,No,Travel_Rarely,Sales,11,Female,2,2,Sales Executive,4,Married,6652,4,No,13,3,1,8,2,6,0,0,12th,2015-05-27,,Better Opportunity,OFFICE,2,3,No,Job Event,Contract
27,No,Travel_Rarely,Research & Development,4,Male,4,2,Manufacturing Director,2,Married,6142,1,Yes,20,4,1,6,0,6,0,3,Post-Graduation,2015-03-26,,Salary,OFFICE,5,0,Yes,Job Portal,Contract
32,No,Travel_Frequently,Research & Development,2,Male,3,1,Laboratory Technician,4,Single,3068,0,No,13,3,0,8,2,7,3,6,PHD,2014-03-02,,Salary,WFH,5,1,Yes,Walk-in,Part Time
36,No,Travel_Rarely,Research & Development,27,Male,3,2,Healthcare Representative,3,Married,5237,6,No,13,3,2,17,3,7,7,7,12th,2014-03-28,,Work Environment,OFFICE,0,2,No,Recruiter,Contract
31,No,Travel_Rarely,Research & Development,7,Male,3,2,Laboratory Technician,4,Divorced,5915,3,No,22,4,1,10,3,7,1,7,Post-Graduation,2014-03-31,,Better Opportunity,WFH,5,3,No,Recruiter,FullTime
37,No,Travel_Rarely,Research & Development,1,Male,2,2,Manufacturing Director,3,Divorced,5993,1,No,18,3,1,7,2,7,0,7,Post-Graduation,2014-03-09,,Dept.Head,WFH,0,3,No,Job Event,Part Time
33,No,Non-Travel,Sales,22,Male,3,2,Sales Executive,2,Married,6146,0,No,13,3,1,8,2,7,0,7,PHD,2014-06-08,,Work Accident,OFFICE,4,3,No,Job Portal,Contract
31,Yes,Travel_Rarely,Sales,6,Male,1,2,Sales Executive,3,Married,6172,4,Yes,18,3,0,12,3,7,7,7,Post-Graduation,2014-02-02,,Salary,WFH,1,1,No,Job Portal,Part Time
41,No,Travel_Frequently,Research & Development,10,Male,2,4,Manager,1,Divorced,17181,4,No,13,3,1,21,2,7,7,7,Post-Graduation,2014-05-01,,Dept.Head,OFFICE,2,2,Yes,Walk-in,Part Time
53,No,Travel_Rarely,Sales,6,Male,3,2,Sales Representative,3,Married,2306,2,Yes,20,4,1,13,3,7,4,5,PHD,2014-04-20,,Work Environment,WFH,0,1,No,Recruiter,Contract
51,No,Travel_Rarely,Research & Development,3,Female,3,4,Healthcare Representative,2,Single,13734,3,No,18,3,0,21,6,7,1,0,Graduation,2014-06-22,,Salary,WFH,0,2,Yes,Recruiter,FullTime
27,No,Travel_Rarely,Research & Development,9,Female,3,1,Research Scientist,2,Single,2279,1,No,16,3,0,7,2,7,0,3,12th,2014-06-17,,Salary,WFH,1,1,Yes,Job Event,Contract
38,No,Travel_Rarely,Research & Development,29,Male,3,2,Manufacturing Director,4,Married,6261,3,No,18,3,1,9,3,7,1,7,12th,2014-03-02,,Better Opportunity,OFFICE,3,0,No,Recruiter,FullTime
49,No,Non-Travel,Research & Development,18,Male,3,2,Manufacturing Director,4,Divorced,6804,1,Yes,15,3,2,7,0,7,1,7,12th,2014-04-21,,Work Accident,WFH,2,0,No,Walk-in,Part Time
40,No,Travel_Rarely,Research & Development,19,Male,3,2,Laboratory Technician,4,Married,2741,8,Yes,15,3,1,15,2,7,3,7,Post-Graduation,2014-04-25,,Better Opportunity,OFFICE,3,2,Yes,Job Portal,FullTime
27,No,Travel_Frequently,Sales,20,Female,3,2,Sales Executive,3,Single,9981,1,No,14,3,0,7,2,7,0,7,PHD,2014-01-19,,Work Environment,WFH,2,3,No,Job Event,Part Time
50,No,Travel_Rarely,Sales,1,Female,3,5,Manager,4,Divorced,19517,3,No,11,3,1,32,3,7,0,6,Post-Graduation,2014-05-17,,Work Accident,OFFICE,1,2,No,Walk-in,Contract
46,No,Travel_Rarely,Sales,2,Female,1,4,Manager,2,Married,16872,3,Yes,12,3,1,28,2,7,7,7,PHD,2014-04-21,,Better Opportunity,OFFICE,2,0,Yes,Job Portal,FullTime
35,No,Travel_Rarely,Research & Development,22,Female,4,3,Manager,2,Divorced,11996,7,No,18,3,1,10,6,7,6,2,Graduation,2014-03-27,,Work Environment,OFFICE,5,0,No,Job Portal,FullTime
49,No,Travel_Rarely,Research & Development,1,Female,2,4,Healthcare Representative,3,Single,13964,7,Yes,12,3,0,25,2,7,0,7,Post-Graduation,2014-03-10,,Better Opportunity,WFH,5,1,Yes,Walk-in,Contract
31,No,Travel_Rarely,Sales,7,Male,3,2,Sales Executive,4,Divorced,7547,4,No,12,3,3,13,3,7,1,7,Post-Graduation,2014-03-29,,Work Environment,OFFICE,0,2,Yes,Job Portal,FullTime
32,No,Travel_Rarely,Research & Development,2,Female,4,2,Research Scientist,4,Single,5055,7,No,16,3,0,10,0,7,0,7,12th,2014-01-28,,Dept.Head,WFH,1,1,No,Job Portal,Part Time
33,No,Travel_Frequently,Sales,10,Male,2,2,Sales Executive,4,Single,4682,3,No,14,3,0,9,6,7,0,1,PHD,2014-03-26,,Work Accident,OFFICE,5,0,Yes,Walk-in,Contract
29,Yes,Travel_Rarely,Research & Development,8,Male,1,1,Laboratory Technician,1,Married,2119,1,Yes,11,3,0,7,4,7,0,7,Graduation,2014-03-19,,Dept.Head,WFH,0,0,Yes,Walk-in,FullTime
29,No,Travel_Rarely,Sales,10,Female,2,2,Sales Executive,2,Divorced,8268,1,Yes,14,3,2,7,2,7,1,7,12th,2014-05-23,,Better Opportunity,OFFICE,5,2,Yes,Walk-in,Part Time
37,No,Travel_Rarely,Research & Development,6,Male,4,2,Research Scientist,1,Divorced,5974,4,Yes,13,3,2,13,2,7,6,7,Graduation,2014-04-17,,Work Accident,WFH,3,0,Yes,Walk-in,Part Time
40,No,Travel_Rarely,Research & Development,10,Female,4,1,Laboratory Technician,3,Married,2213,3,Yes,13,3,1,10,3,7,1,7,12th,2014-05-11,,Salary,WFH,5,2,No,Walk-in,FullTime
28,No,Travel_Rarely,Sales,9,Male,3,2,Sales Executive,4,Single,5253,1,No,16,3,0,7,1,7,0,7,Graduation,2014-03-07,,Salary,OFFICE,4,0,No,Recruiter,FullTime
51,No,Travel_Rarely,Sales,14,Female,3,2,Sales Executive,4,Married,4936,4,No,11,3,1,18,2,7,0,7,PHD,2014-06-23,,Dept.Head,WFH,4,1,Yes,Job Portal,FullTime
56,No,Travel_Frequently,Sales,6,Female,4,4,Sales Executive,1,Married,13212,9,No,11,3,3,36,0,7,7,7,Graduation,2014-04-07,,Work Environment,OFFICE,5,1,Yes,Walk-in,FullTime
34,No,Travel_Rarely,Research & Development,2,Male,2,1,Research Scientist,3,Divorced,2768,3,No,12,3,1,14,3,7,5,7,12th,2014-04-19,,Salary,WFH,2,0,Yes,Recruiter,Part Time
33,Yes,Travel_Rarely,Research & Development,15,Male,3,3,Manager,3,Married,13610,7,Yes,12,3,0,15,2,7,7,7,12th,2014-05-30,,Dept.Head,OFFICE,2,1,No,Job Event,Part Time
26,Yes,Travel_Frequently,Human Resources,17,Female,3,1,Human Resources,3,Divorced,2741,0,Yes,11,3,1,8,2,7,1,0,Graduation,2014-02-03,,Dept.Head,WFH,4,3,Yes,Job Event,Contract
25,No,Travel_Rarely,Sales,13,Male,3,1,Sales Representative,3,Married,2096,1,No,11,3,0,7,1,7,0,6,PHD,2014-02-18,,Work Accident,OFFICE,1,1,No,Job Event,Contract
31,No,Travel_Rarely,Sales,6,Male,4,2,Sales Executive,4,Divorced,5460,4,No,22,4,2,13,4,7,5,7,PHD,2014-01-14,,Work Accident,WFH,4,1,No,Recruiter,Part Time
38,No,Travel_Rarely,Sales,7,Female,2,2,Sales Executive,4,Single,4028,0,No,20,4,0,8,2,7,0,5,PHD,2014-02-23,,Work Accident,OFFICE,1,2,No,Recruiter,FullTime
32,No,Travel_Rarely,Research & Development,3,Female,3,3,Research Director,4,Single,11159,3,No,15,3,0,10,6,7,7,7,Graduation,2014-02-19,,Dept.Head,WFH,4,1,Yes,Walk-in,FullTime
47,No,Travel_Rarely,Sales,14,Male,3,2,Sales Executive,1,Single,4960,2,No,12,3,0,20,2,7,1,7,Post-Graduation,2014-06-13,,Salary,WFH,5,0,No,Recruiter,Part Time
28,Yes,Travel_Rarely,Research & Development,1,Female,1,1,Research Scientist,2,Single,2216,7,Yes,13,3,0,10,4,7,3,7,12th,2014-06-11,,Salary,OFFICE,0,0,Yes,Job Portal,FullTime
27,No,Travel_Rarely,Research & Development,7,Female,2,2,Healthcare Representative,1,Single,6811,8,No,19,3,0,9,2,7,0,7,PHD,2014-02-07,,Salary,WFH,3,2,No,Walk-in,FullTime
47,No,Travel_Rarely,Sales,2,Female,3,2,Sales Executive,4,Married,4537,0,Yes,22,4,1,8,2,7,7,7,12th,2014-01-13,,Work Accident,WFH,2,0,Yes,Job Event,Part Time
41,Yes,Travel_Rarely,Research & Development,2,Female,1,1,Laboratory Technician,4,Divorced,2778,4,Yes,13,3,1,10,1,7,1,0,Graduation,2014-02-24,,Dept.Head,OFFICE,0,2,Yes,Walk-in,FullTime
31,No,Travel_Rarely,Sales,7,Male,2,1,Sales Representative,3,Married,2329,3,No,15,3,0,13,2,7,5,2,12th,2014-05-04,,Dept.Head,OFFICE,3,0,No,Walk-in,FullTime
26,No,Travel_Frequently,Sales,1,Male,2,2,Sales Executive,1,Single,4294,1,No,12,3,0,7,2,7,0,7,PHD,2014-06-14,,Better Opportunity,WFH,4,2,No,Recruiter,Part Time
36,No,Non-Travel,Sales,8,Male,3,2,Sales Executive,4,Divorced,5079,4,No,13,3,2,12,3,7,0,7,12th,2014-05-15,,Salary,OFFICE,1,2,Yes,Job Event,FullTime
40,No,Travel_Rarely,Sales,26,Male,3,2,Sales Executive,1,Married,8396,1,No,14,3,1,8,3,7,7,5,Post-Graduation,2014-04-27,,Dept.Head,WFH,0,3,No,Walk-in,FullTime
25,Yes,Travel_Rarely,Research & Development,4,Male,3,1,Laboratory Technician,4,Married,3691,1,Yes,15,3,1,7,3,7,5,6,12th,2014-02-10,,Work Accident,OFFICE,4,2,Yes,Job Event,Contract
29,No,Travel_Rarely,Research & Development,28,Female,3,1,Research Scientist,4,Divorced,2514,4,No,22,4,1,11,1,7,1,7,Post-Graduation,2014-01-22,,Work Environment,OFFICE,1,3,Yes,Job Portal,Contract
29,No,Travel_Frequently,Research & Development,10,Female,3,1,Research Scientist,2,Divorced,3291,0,No,14,3,2,8,2,7,1,1,PHD,2014-03-15,,Work Accident,OFFICE,1,1,No,Walk-in,Contract
38,No,Travel_Rarely,Human Resources,1,Male,4,1,Human Resources,3,Married,2844,1,No,13,3,1,7,2,7,5,0,Graduation,2014-03-06,,Salary,OFFICE,4,2,No,Job Portal,Part Time
35,No,Travel_Rarely,Research & Development,2,Male,2,3,Manufacturing Director,2,Divorced,10274,2,No,18,3,1,15,2,7,6,4,Graduation,2014-05-11,,Better Opportunity,WFH,2,0,Yes,Walk-in,FullTime
53,No,Travel_Rarely,Research & Development,7,Female,3,5,Manager,3,Divorced,18606,3,No,18,3,1,26,6,7,4,7,Graduation,2014-04-22,,Salary,WFH,2,2,No,Job Event,Contract
35,No,Travel_Rarely,Sales,17,Male,3,2,Sales Executive,1,Married,8966,3,Yes,15,3,3,15,2,7,1,7,12th,2014-06-17,,Dept.Head,OFFICE,4,0,Yes,Job Event,Contract
36,No,Travel_Rarely,Research & Development,6,Male,1,1,Laboratory Technician,3,Divorced,2741,1,No,14,3,1,7,4,7,1,7,Post-Graduation,2014-03-08,,Work Environment,OFFICE,2,0,No,Recruiter,Part Time
36,No,Travel_Rarely,Research & Development,1,Female,1,3,Manufacturing Director,1,Divorced,10252,2,Yes,21,4,1,17,2,7,7,7,PHD,2014-05-20,,Dept.Head,OFFICE,5,1,No,Recruiter,FullTime
29,No,Travel_Rarely,Research & Development,1,Female,2,4,Research Director,4,Divorced,16124,3,No,14,3,2,9,2,7,1,7,12th,2014-03-01,,Dept.Head,OFFICE,0,3,No,Walk-in,Contract
51,No,Travel_Frequently,Research & Development,6,Female,2,1,Laboratory Technician,3,Single,2838,0,No,14,3,0,8,6,7,7,7,12th,2014-01-02,,Better Opportunity,WFH,1,3,Yes,Job Portal,Contract
29,Yes,Travel_Rarely,Research & Development,7,Female,3,1,Laboratory Technician,3,Divorced,3339,3,Yes,13,3,2,10,2,7,7,7,PHD,2014-01-16,,Better Opportunity,WFH,1,2,Yes,Job Portal,Part Time
36,No,Travel_Rarely,Research & Development,10,Female,3,3,Healthcare Representative,3,Married,7094,3,No,12,3,0,10,0,7,1,7,PHD,2014-04-14,,Salary,WFH,1,0,Yes,Recruiter,Contract
46,No,Travel_Rarely,Human Resources,1,Female,3,1,Human Resources,1,Single,3423,6,No,12,3,0,10,3,7,5,7,Graduation,2014-02-16,,Dept.Head,OFFICE,5,3,Yes,Recruiter,Part Time
56,No,Travel_Rarely,Human Resources,8,Male,3,5,Manager,2,Single,19717,6,No,14,3,0,36,4,7,7,7,12th,2014-06-11,,Work Accident,OFFICE,3,2,Yes,Job Event,Part Time
38,No,Travel_Rarely,Sales,2,Female,3,2,Sales Executive,1,Divorced,6893,3,No,15,3,1,11,3,7,1,7,PHD,2014-03-07,,Dept.Head,OFFICE,0,3,No,Recruiter,Contract
26,No,Travel_Rarely,Research & Development,7,Male,4,1,Laboratory Technician,1,Single,3578,0,No,12,3,0,8,2,7,0,7,PHD,2014-06-03,,Dept.Head,WFH,3,0,Yes,Walk-in,Part Time
55,No,Travel_Rarely,Research & Development,1,Male,4,4,Research Director,4,Divorced,14732,2,No,13,3,2,31,4,7,0,0,Post-Graduation,2014-04-21,,Work Environment,OFFICE,3,0,No,Job Portal,Contract
46,Yes,Travel_Rarely,Sales,9,Male,3,3,Sales Executive,4,Divorced,10096,4,No,11,3,1,28,1,7,4,3,12th,2014-03-26,,Salary,OFFICE,4,0,Yes,Walk-in,FullTime
45,No,Travel_Rarely,Research & Development,20,Male,1,3,Healthcare Representative,1,Divorced,10851,2,Yes,18,3,1,24,2,7,0,7,PHD,2014-05-24,,Dept.Head,WFH,2,0,No,Recruiter,Contract
31,Yes,Travel_Frequently,Research & Development,3,Female,3,1,Research Scientist,3,Single,4084,1,No,12,3,0,7,2,7,7,7,Post-Graduation,2014-06-10,,Salary,OFFICE,1,2,No,Recruiter,Part Time
